cd_cnpj;de_ramo_atividade;cd_ramo_atividade;nu_ordem;cd_divisao
13532203000170;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;9602501;00;96
13532203000170;CABELEIREIROS, MANICURE E PEDICURE;9602502;01;96
13536050000130;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4755501;00;47
13536050000130;COMERCIO VAREJISTA DE CALCADOS;4781400;01;47
13536050000130;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;4782201;02;47
13536050000130;COMERCIO VAREJISTA DE TECIDOS;4789001;03;47
13536554000150;LIMPEZA EM PREDIOS E EM DOMICILIOS;7119704;00;71
13536554000150;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE;7490199;01;74
13536554000150;SELECAO E AGENCIAMENTO DE MAODEOBRA;7810800;02;78
13536554000150;SERVICOS DE PERICIA TECNICA RELACIONADOS A SEGURANCA DO TRABALHO;8121400;03;81
13536554000150;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;8599604;04;85
13536563000140;ATIVIDADES PAISAGISTICAS;4789002;00;47
13536563000140;COMERCIO VAREJISTA DE PLANTAS E FLORES NATURAIS;8130300;01;81
13537297000170;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;4789099;00;47
13537297000170;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE;7111100;01;71
13537297000170;SERVICOS DE ARQUITETURA;7112000;02;71
13537297000170;SERVICOS DE DESENHO TECNICO RELACIONADOS A ARQUITETURA E ENGENHARIA;7119703;03;71
13537297000170;SERVICOS DE ENGENHARIA;7490199;04;74
13544856000250;LABORATORIOS CLINICOS;8640202;00;86
13554547000180;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;4520001;00;45
13554547000180;SERVICOS DE INSTALACAO, MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES;4520003;01;45
13554547000180;SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES;4520007;02;45
13554547000180;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;4530703;03;45
13555320000150;CRIACAO DE BOVINOS PARA CORTE;0111302;00;01
13555320000150;CULTIVO DE MILHO;0151201;01;01
13555489000100;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;1412601;00;14
13557134000150;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;4729699;00;47
13557134000150;LOCACAO DE AUTOMOVEIS SEM CONDUTOR;4929901;01;49
13557134000150;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL;7711000;02;77
13561094000110;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4772500;00;47
13561094000110;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;4781400;01;47
13563388000180;HORTICULTURA, EXCETO MORANGO;0121101;00;01
13565469000110;COMERCIO ATACADISTA DE FERRAGENS E FERRAMENTAS;2539001;00;25
13565469000110;MONTAGEM DE ESTRUTURAS METALICAS;4292801;01;42
13565469000110;SERVICOS DE USINAGEM, TORNEARIA E SOLDA;4672900;02;46
13567044000140;RESTAURANTES E SIMILARES;5611201;00;56
13567627000170;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;1351100;00;13
13567627000170;FABRICACAO DE ARTEFATOS TEXTEIS PARA USO DOMESTICO;4729699;01;47
13569432000160;COMERCIO VAREJISTA ESPECIALIZADO DE INSTRUMENTOS MUSICAIS E ACESSORIOS;4756300;00;47
13569432000160;ENSINO DE MUSICA;8592903;01;85
13574352000100;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;8599604;00;85
13576056000130;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611201;00;56
13576056000130;RESTAURANTES E SIMILARES;5611203;01;56
13578113000110;CABELEIREIROS, MANICURE E PEDICURE;4781400;00;47
13578113000110;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;9602501;01;96
13578238000140;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;4930201;00;49
13578238000140;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL;4930202;01;49
13578238000140;TRANSPORTE RODOVIARIO DE MUDANCAS;4930204;02;49
13581096000170;COMERCIO VAREJISTA DE ARTIGOS DE JOALHERIA;4781400;00;47
13581096000170;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4783101;01;47
13581096000170;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;4789001;02;47
13584163000100;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;4721104;00;47
13584163000100;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;4789001;01;47
13585911000170;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;5611202;00;56
13587405000110;COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS;1623400;00;16
13587405000110;FABRICACAO DE ARTEFATOS DE TANOARIA E DE EMBALAGENS DE MADEIRA;1629301;01;16
13587405000110;FABRICACAO DE ARTEFATOS DIVERSOS DE MADEIRA, EXCETO MOVEIS;4744002;02;47
13588457000100;COMERCIO VAREJISTA DE MOVEIS;3101200;00;31
13588457000100;FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA;4754701;01;47
13590182000140;COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO, EXCETO INFORMATICA E COMUNICACAO;4757100;00;47
13590182000140;REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO;9521500;01;95
13595832000140;FABRICACAO DE MAQUINAS E EQUIPAMENTOS PARA A AGRICULTURA E PECUARIA, PECAS E ACESSORIOS, EXCETO PARA IRRIGACAO;2833000;00;28
13595832000140;FABRICACAO DE MAQUINAS E EQUIPAMENTOS PARA USO INDUSTRIAL ESPECIFICO NAO ESPECIFICADOS ANTERIORMENTE, PECAS E ACESSORIOS;2869100;01;28
13596667000140;ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS;4511101;00;45
13596667000140;ATIVIDADES DE TELEATENDIMENTO;7319002;01;73
13596667000140;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS NOVOS;8220200;02;82
13596667000140;PROMOCAO DE VENDAS;8291100;03;82
13596667000140;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;8599604;04;85
13597931000160;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;00;47
13598161000170;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;4751200;00;47
13598161000170;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;4753900;01;47
13598161000170;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;9511800;02;95
13598884000170;COMERCIO VAREJISTA DE MOVEIS;4754701;00;47
13603535000360;ARMAZENS GERAIS  EMISSAO DE WARRANT;5211701;00;52
13607003000130;OBRAS DE ACABAMENTO EM GESSO E ESTUQUE;4330403;00;43
13607608000120;RESTAURANTES E SIMILARES;5611201;00;56
13613421000130;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9430800;00;94
13613421000130;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;9499500;01;94
13615564000180;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;4930201;00;49
13615564000180;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL;4930202;01;49
13615564000180;TRANSPORTE RODOVIARIO DE MUDANCAS;4930204;02;49
13616554000160;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;1813099;00;18
13616554000160;COMERCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA;4741500;01;47
13616554000160;IMPRESSAO DE MATERIAL PARA OUTROS USOS;4761003;02;47
13616986000170;SERVICOS DE ENTREGA RAPIDA;4930201;00;49
13616986000170;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL;5320202;01;53
13620045000100;OUTRAS ATIVIDADES DE SERVICOS PESSOAIS NAO ESPECIFICADAS ANTERIORMENTE;9609299;00;96
13621474000100;FABRICACAO DE PRODUTOS DE PANIFICACAO INDUSTRIAL;1091101;00;10
13621474000100;FABRICACAO DE PRODUTOS DERIVADOS DO CACAU E DE CHOCOLATES;1093701;01;10
13621474000100;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;4721102;02;47
13621474000100;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611203;03;56
13621474000100;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA;5620104;04;56
13627809000190;FABRICACAO DE TINTAS, VERNIZES, ESMALTES E LACAS;2071100;00;20
13629575000110;ADMINISTRACAO DE OBRAS;4399101;00;43
13629575000110;LIMPEZA EM PREDIOS E EM DOMICILIOS;8121400;01;81
13630251000100;OUTRAS ATIVIDADES DE SERVICOS PESSOAIS NAO ESPECIFICADAS ANTERIORMENTE;9609299;00;96
13634760000100;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL;4930201;00;49
13635820000100;CULTIVO DE CANADEACUCAR;0113000;00;01
13637213000170;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO;4322302;00;43
13638289000110;SERVICOS DE ALINHAMENTO E BALANCEAMENTO DE VEICULOS AUTOMOTORES;4520001;00;45
13638289000110;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;4520002;01;45
13638289000110;SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES;4520003;02;45
13638289000110;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;4520004;03;45
13638900000100;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;5611203;00;56
13638900000100;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5620104;01;56
13642150000140;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;8599604;00;85
13645241000130;FORNECIMENTO E GESTAO DE RECURSOS HUMANOS PARA TERCEIROS;6399200;00;63
13645241000130;OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE;7830200;01;78
13645813000180;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;2539001;00;25
13645813000180;FABRICACAO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS;2542000;01;25
13645813000180;MANUTENCAO E REPARACAO DE MAQUINAS E EQUIPAMENTOS PARA AGRICULTURA E PECUARIA;3314711;02;33
13645813000180;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;4520001;03;45
13645813000180;SERVICOS DE USINAGEM, TORNEARIA E SOLDA;4530703;04;45
13647526000100;OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE;6399200;00;63
13649202000100;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;4772500;00;47
13649202000100;CABELEIREIROS, MANICURE E PEDICURE;9602501;01;96
13649202000100;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;9602502;02;96
13649275000100;ATIVIDADES RELACIONADAS A ESGOTO, EXCETO A GESTAO DE REDES;2330305;00;23
13649275000100;INSTALACAO E MANUTENCAO ELETRICA;3702900;01;37
13649275000100;INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS;4321500;02;43
13649275000100;OBRAS DE ALVENARIA;4322301;03;43
13649275000100;PREPARACAO DE MASSA DE CONCRETO E ARGAMASSA PARA CONSTRUCAO;4399103;04;43
13651166000110;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;4789099;00;47
13652049000170;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;5620104;00;56
13653039000150;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;4520001;00;45
13653039000150;SERVICOS DE INSTALACAO, MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES;4520007;01;45
13653039000150;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;4530703;02;45
13656711000160;FABRICACAO DE BIJUTERIAS E ARTEFATOS SEMELHANTES;3212400;00;32
13657539000160;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;4520002;00;45
13658549000110;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9329899;00;93
13658549000110;OUTRAS ATIVIDADES DE RECREACAO E LAZER NAO ESPECIFICADAS ANTERIORMENTE;9499500;01;94
13663740000150;ALUGUEL DE OUTRAS MAQUINAS E EQUIPAMENTOS COMERCIAIS E INDUSTRIAIS NAO ESPECIFICADOS ANTERIORMENTE, SEM OPERADOR;4930202;00;49
13663740000150;ALUGUEL DE PALCOS, COBERTURAS E OUTRAS ESTRUTURAS DE USO TEMPORARIO, EXCETO ANDAIMES;7739003;01;77
13663740000150;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;7739099;02;77
13663740000150;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;8230001;03;82
13663740000150;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;8599604;04;85
13664005000160;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL;4929901;00;49
13676566000180;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;4772500;00;47
13676566000180;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;01;47
13676566000180;COMERCIO VAREJISTA DE CALCADOS;4782201;02;47
13676566000180;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;4789001;03;47
13676566000180;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;5611202;04;56
13678538000100;FABRICACAO DE ARTEFATOS DE COURO NAO ESPECIFICADOS ANTERIORMENTE;1529700;00;15
13678538000100;FABRICACAO DE ARTEFATOS DIVERSOS DE MADEIRA, EXCETO MOVEIS;1629301;01;16
13678538000100;FABRICACAO DE PRODUTOS DE PASTAS CELULOSICAS, PAPEL, CARTOLINA, PAPELCARTAO E PAPELAO ONDULADO NAO ESPECIFICADOS ANTERIORMENTE;1749400;02;17
13678538000100;FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE;3299099;03;32
13678538000100;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;8599604;04;85
13679081000140;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;1091102;00;10
13679081000140;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;4712100;01;47
13680471000130;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;1340599;00;13
13680471000130;FACCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS;1412603;01;14
13680471000130;OUTROS SERVICOS DE ACABAMENTO EM FIOS, TECIDOS, ARTEFATOS TEXTEIS E PECAS DO VESTUARIO;4781400;02;47
13683650000120;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;0159802;00;01
13683650000120;CRIACAO DE ANIMAIS DE ESTIMACAO;4789004;01;47
13685247000130;FABRICACAO DE ARTEFATOS DE CERAMICA E BARRO COZIDO PARA USO NA CONSTRUCAO, EXCETO AZULEJOS E PISOS;2342702;00;23
13686432000140;COMERCIO VAREJISTA DE CALCADOS;4782201;00;47
13687142000110;ATIVIDADES DE PRODUCAO CINEMATOGRAFICA, DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE;5911199;00;59
13692644000130;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;8299799;00;82
13693367000180;FABRICACAO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUCAO;1622699;00;16
13693367000180;OBRAS DE ALVENARIA;4399103;01;43
13693768000130;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;4520001;00;45
13693768000130;COMERCIO VAREJISTA DE LUBRIFICANTES;4530703;01;45
13693768000130;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;4732600;02;47
13697133000100;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;5620104;00;56
13698318000130;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, MUNICIPAL;4921301;00;49
13701559000190;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;5611202;00;56
13701559000190;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611203;01;56
13703879000180;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;5611202;00;56
13707365000100;FABRICACAO DE PRODUTOS DE PANIFICACAO INDUSTRIAL;1091101;00;10
13707365000100;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;5620104;01;56
13707636000110;CABELEIREIROS, MANICURE E PEDICURE;9602501;00;96
13707897000130;COMERCIO ATACADISTA ESPECIALIZADO DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE;0810006;00;08
13707897000130;EXTRACAO DE AREIA, CASCALHO OU PEDREGULHO E BENEFICIAMENTO ASSOCIADO;4679604;01;46
13707897000130;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;4930201;02;49
13707897000130;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL;4930202;03;49
13711789000130;ATIVIDADES DE ATENCAO AMBULATORIAL NAO ESPECIFICADAS ANTERIORMENTE;8630599;00;86
13713068000160;COMERCIO VAREJISTA DE BEBIDAS;4723700;00;47
13713068000160;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;5620104;01;56
13714227000140;COMERCIO ATACADISTA DE CEREAIS E LEGUMINOSAS BENEFICIADOS;4623106;00;46
13714227000140;COMERCIO ATACADISTA DE FRUTAS, VERDURAS, RAIZES, TUBERCULOS, HORTALICAS E LEGUMES FRESCOS;4632001;01;46
13714227000140;COMERCIO ATACADISTA DE MAQUINAS, APARELHOS E EQUIPAMENTOS PARA USO AGROPECUARIO, PARTES E PECAS;4633801;02;46
13714227000140;COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EM GERAL;4639701;03;46
13714227000140;COMERCIO ATACADISTA DE SEMENTES, FLORES, PLANTAS E GRAMAS;4661300;04;46
13714422000170;COMERCIO A VAREJO DE PNEUMATICOS E CAMARASDEAR;4520006;00;45
13714422000170;SERVICOS DE BORRACHARIA PARA VEICULOS AUTOMOTORES;4530705;01;45
13715290000100;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;5611202;00;56
13715290000100;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611203;01;56
13717770000100;CABELEIREIROS, MANICURE E PEDICURE;9602501;00;96
13720406000190;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;9602502;00;96
13722849000110;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;4930202;00;49
13724593000180;COMERCIO ATACADISTA DE EQUIPAMENTOS DE INFORMATICA;4651601;00;46
13724593000180;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;4751200;01;47
13724593000180;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;4753900;02;47
13726753000120;SERVICOS AMBULANTES DE ALIMENTACAO;5612100;00;56
13727215000150;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;4721102;00;47
13727215000150;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA;5611203;01;56
13727373000100;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;1031700;00;10
13727373000100;COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS;4712100;01;47
13727373000100;COMERCIO VAREJISTA DE LATICINIOS E FRIOS;4721103;02;47
13727373000100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;4721104;03;47
13727373000100;FABRICACAO DE CONSERVAS DE FRUTAS;4724500;04;47
13732040000170;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;4755503;00;47
13732040000170;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4772500;01;47
13732040000170;COMERCIO VAREJISTA DE CALCADOS;4781400;02;47
13732040000170;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;4782201;03;47
13732669000110;IMPRESSAO DE MATERIAL PARA OUTROS USOS;1813099;00;18
13735068000160;COMERCIO VAREJISTA DE CAL, AREIA, PEDRA BRITADA, TIJOLOS E TELHAS;4744001;00;47
13735068000160;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;4744002;01;47
13735068000160;COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS;4744003;02;47
13735068000160;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;4744004;03;47
13735068000160;COMERCIO VAREJISTA DE MATERIAIS HIDRAULICOS;4744099;04;47
13737399000130;COMERCIO ATACADISTA DE PRODUTOS DA EXTRACAO MINERAL, EXCETO COMBUSTIVEIS;4689301;00;46
13737399000130;COMERCIO VAREJISTA DE ARTIGOS DE JOALHERIA;4783101;01;47
13738087000140;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;5611201;00;56
13738087000140;RESTAURANTES E SIMILARES;5611202;01;56
13738672000140;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;9602501;00;96
13738672000140;CABELEIREIROS, MANICURE E PEDICURE;9602502;01;96
13740796000160;REPARACAO DE ARTIGOS DO MOBILIARIO;9529105;00;95
13741214000160;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;4753900;00;47
13741214000160;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4754701;01;47
13741214000160;COMERCIO VAREJISTA DE CALCADOS;4761003;02;47
13741214000160;COMERCIO VAREJISTA DE MOVEIS;4781400;03;47
13741214000160;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;4782201;04;47
13741501000170;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;2710401;00;27
13741501000170;FABRICACAO DE GERADORES DE CORRENTE CONTINUA E ALTERNADA, PECAS E ACESSORIOS;3313901;01;33
13741501000170;INSTALACAO DE MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;3321000;02;33
13741501000170;INSTALACAO E MANUTENCAO ELETRICA;4321500;03;43
13741501000170;MANUTENCAO E REPARACAO DE GERADORES, TRANSFORMADORES E MOTORES ELETRICOS;4530703;04;45
13747653000180;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;9602502;00;96
13750907000110;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS;4711302;00;47
13751407000100;AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS;5911199;00;59
13751407000100;ARTES CENICAS, ESPETACULOS E ATIVIDADES COMPLEMENTARES NAO ESPECIFICADAS ANTERIORMENTE;7490105;01;74
13751407000100;ATIVIDADES DE PRODUCAO CINEMATOGRAFICA, DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE;8592902;02;85
13751407000100;ENSINO DE ARTE E CULTURA NAO ESPECIFICADO ANTERIORMENTE;8592999;03;85
13751407000100;ENSINO DE ARTES CENICAS, EXCETO DANCA;9001999;04;90
13752340000110;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;4712100;00;47
13752340000110;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611201;01;56
13752340000110;RESTAURANTES E SIMILARES;5611203;02;56
13753339000100;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;4520007;00;45
13753339000100;SERVICOS DE INSTALACAO, MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES;4530703;01;45
